iso3_o,iso3_d,comlang_off,comcol,contig
UGA,GNB,0,0,0
UGA,KEN,1,1,1
UGA,LBR,1,0,0
UGA,LBY,0,0,0
UGA,LSO,1,1,0
UGA,MAR,0,0,0
UGA,MDG,0,0,0
UGA,MLI,0,0,0
UGA,MOZ,0,0,0
UGA,MRT,0,0,0
UGA,MWI,1,1,0
UGA,NAM,1,0,0
UGA,NER,0,0,0
UGA,NGA,1,1,0
UGA,RWA,1,0,1
UGA,SDN,0,1,1
UGA,SEN,0,0,0
UGA,SLE,1,1,0
UGA,SOM,1,1,0
UGA,SWZ,1,1,0
UGA,TCD,0,0,0
UGA,TGO,0,0,0
UGA,TUN,0,0,0
UGA,TZA,1,1,1
UGA,ZAF,1,0,0
UGA,ZMB,1,1,0
UGA,ZWE,1,1,0
ZAF,AGO,0,0,0
ZAF,BDI,0,0,0
ZAF,BEN,0,0,0
ZAF,BFA,0,0,0
ZAF,BWA,1,0,1
ZAF,CAF,0,0,0
ZAF,CIV,0,0,0
ZAF,CMR,1,0,0
ZAF,COD,0,0,0
ZAF,COG,0,0,0
ZAF,DZA,0,0,0
ZAF,EGY,0,0,0
ZAF,ERI,1,0,0
ZAF,ETH,1,0,0
ZAF,GAB,0,0,0
ZAF,GHA,1,0,0
ZAF,GIN,0,0,0
ZAF,GMB,1,0,0
ZAF,GNB,0,0,0
ZAF,KEN,1,0,0
ZAF,LBR,1,0,0
ZAF,LBY,0,0,0
ZAF,LSO,1,0,1
ZAF,MAR,0,0,0
ZAF,MDG,0,0,0
ZAF,MLI,0,0,0
ZAF,MOZ,0,0,1
ZAF,MRT,0,0,0
ZAF,MWI,1,0,0
ZAF,NAM,1,0,1
ZAF,NER,0,0,0
ZAF,NGA,1,0,0
ZAF,RWA,1,0,0
ZAF,SDN,0,0,0
ZAF,SEN,0,0,0
ZAF,SLE,1,0,0
ZAF,SOM,1,0,0
ZAF,SWZ,1,0,1
ZAF,TCD,0,0,0
ZAF,TGO,0,0,0
ZAF,TUN,0,0,0
ZAF,TZA,1,0,0
ZAF,UGA,1,0,0
ZAF,ZMB,1,0,0
ZAF,ZWE,1,0,1
ZMB,AGO,0,0,1
ZMB,BDI,0,0,0
ZMB,BEN,0,0,0
ZMB,BFA,0,0,0
ZMB,BWA,1,1,1
ZMB,CAF,0,0,0
ZMB,CIV,0,0,0
ZMB,CMR,1,0,0
ZMB,COD,0,0,1
ZMB,COG,0,0,0
ZMB,DZA,0,0,0
ZMB,EGY,0,0,0
ZMB,ERI,1,1,0
ZMB,ETH,1,0,0
ZMB,GAB,0,0,0
ZMB,GHA,1,1,0
ZMB,GIN,0,0,0
ZMB,GMB,1,1,0
ZMB,GNB,0,0,0
ZMB,KEN,1,1,0
ZMB,LBR,1,0,0
ZMB,LBY,0,0,0
ZMB,LSO,1,1,0
ZMB,MAR,0,0,0
ZMB,MDG,0,0,0
ZMB,MLI,0,0,0
ZMB,MOZ,0,0,1
ZMB,MRT,0,0,0
ZMB,MWI,1,1,1
ZMB,NAM,1,0,1
ZMB,NER,0,0,0
ZMB,NGA,1,1,0
ZMB,RWA,1,0,0
ZMB,SDN,0,1,0
ZMB,SEN,0,0,0
ZMB,SLE,1,1,0
ZMB,SOM,1,1,0
ZMB,SWZ,1,1,0
ZMB,TCD,0,0,0
ZMB,TGO,0,0,0
ZMB,TUN,0,0,0
ZMB,TZA,1,1,1
ZMB,UGA,1,1,0
ZMB,ZAF,1,0,0
ZMB,ZWE,1,1,1
ZWE,AGO,0,0,0
ZWE,BDI,0,0,0
ZWE,BEN,0,0,0
ZWE,BFA,0,0,0
ZWE,BWA,1,1,1
ZWE,CAF,0,0,0
ZWE,CIV,0,0,0
ZWE,CMR,1,0,0
ZWE,COD,0,0,0
ZWE,COG,0,0,0
ZWE,DZA,0,0,0
ZWE,EGY,0,0,0
ZWE,ERI,1,1,0
ZWE,ETH,1,0,0
ZWE,GAB,0,0,0
ZWE,GHA,1,1,0
ZWE,GIN,0,0,0
ZWE,GMB,1,1,0
ZWE,GNB,0,0,0
ZWE,KEN,1,1,0
ZWE,LBR,1,0,0
ZWE,LBY,0,0,0
ZWE,LSO,1,1,0
ZWE,MAR,0,0,0
ZWE,MDG,0,0,0
ZWE,MLI,0,0,0
ZWE,MOZ,0,0,1
ZWE,MRT,0,0,0
ZWE,MWI,1,1,0
ZWE,NAM,1,0,1
ZWE,NER,0,0,0
ZWE,NGA,1,1,0
ZWE,RWA,1,0,0
ZWE,SDN,0,1,0
ZWE,SEN,0,0,0
ZWE,SLE,1,1,0
ZWE,SOM,1,1,0
ZWE,SWZ,1,1,0
ZWE,TCD,0,0,0
ZWE,TGO,0,0,0
ZWE,TUN,0,0,0
ZWE,TZA,1,1,0
ZWE,UGA,1,1,0
ZWE,ZAF,1,0,1
ZWE,ZMB,1,1,1
